STUDY_ID;MODEL_TYPE;CELL;CANCER_DISEASE;SITE;T0_cells;BASELINE_mL;AGE;SEX_1_female;BACKGROUND;STRAIN;EUTHANIZED;tf_days;N_mice;BASELINE_days;BASELINE_differential;FIG;HR;HR_LB;HR_UB;MedS;MedSD;MeanS;MeanSD;TREATMENT_1;TREATMENT_2;TREATMENT_3;TREATMENT_4;TREAT_START_1;TREAT_START_2;TREAT_START_3;TREAT_START_4;FREQ_1;FREQ_2;FREQ_3;FREQ_4;DOSE_1;DOSE_2;DOSE_3;DOSE_4;AGENT_1;AGENT_2;AGENT_3;AGENT_4;ROUTE_1;ROUTE_2;ROUTE_3;ROUTE_4;SIGNIFICANT
Shrimali_2017;SyMM;TC1;Lung cancer;SC;0,07;0,216;YOUNG;1;C57BL/6;WT;>1,5cm3;60;5;12;0;5g;;;;;;;;antiOX40;antiPD1;E7Vacc2;NA;0;7;0;0;Q4Dx3;Q4Dx4;Q7Dx3;NA;1;1;7;0;OX-86;RMP1-14;E7p-PADREp-QuilA;NA;IP;IP;SC;NA;1
Silvestrini_2017;SyMM;NDL;Breast cancer;OT;NA;0,065449847;YOUNG;1;FVB/n;WT;>1,5cm;180;8;21;0;3d;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Silvestrini_2017;SyMM;NDL;Breast cancer;OT;NA;0,065449847;YOUNG;1;FVB/n;WT;>1,5cm;180;3;21;0;3d;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q7Dx2;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;ND
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3ai;;;;80;;;;GVAX;NA;NA;NA;0;0;0;0;Q14Dx2;NA;NA;NA;1;0;0;0;B16F10GM;;;NA;SC;;;NA;1
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3ai;;;;NR;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;Q3Dx4;Q14Dx2;NA;NA;7,5;1;0;0;9D9;B16F10GM;;NA;IP;SC;;NA;1
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3aii;;;;;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;Q3Dx4;Q14Dx2;NA;NA;0,5;1;0;0;9D9;B16F10GM;;NA;IP;SC;;NA;1
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3ai;;;;;;;;lantiCTLA4;GVAX;NA;NA;0;0;0;0;Q3Dx4;Q14Dx2;NA;NA;0,5;1;0;0;9D9;B16F10GM;;NA;IT;SC;;NA;1
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3ai;;;;NR;;;;antiCTLA4GVAX;NA;NA;NA;0;0;0;0;Q14Dx2;NA;NA;NA;3;0;0;0;9D9-B16F10GM;;;NA;SC;;;NA;1
Simmons_2008;SyMM;B16F10;Melanoma;SC;0,2;ND;YOUNG;ND;C57BL/6;WT;>1,5cm3;70;10;1;0;3ai;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Simmons_2008;SyMM;CT26;Colon cancer;SC;0,5;ND;YOUNG;ND;BALB/c;WT;>1,5cm3;70;10;3;0;2ai;;;;;;;;GVAX;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;1;0;0;0;CT26GM;;;NA;SC;;;NA;NA
Simmons_2008;SyMM;CT26;Colon cancer;SC;0,5;ND;YOUNG;ND;BALB/c;WT;>1,5cm3;70;10;3;0;2ai;;;;;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;SD;SD;NA;NA;7,5;1;0;0;9D9;CT26GM;;NA;IP;SC;;NA;ND
Simmons_2008;SyMM;CT26;Colon cancer;SC;0,5;ND;YOUNG;ND;BALB/c;WT;>1,5cm3;70;10;3;0;2aii;;;;;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;SD;SD;NA;NA;0,5;1;0;0;9D9;CT26GM;;NA;IP;SC;;NA;ND
Simmons_2008;SyMM;CT26;Colon cancer;SC;0,5;ND;YOUNG;ND;BALB/c;WT;>1,5cm3;70;10;3;0;2ai;;;;;;;;lantiCTLA4;GVAX;NA;NA;0;0;0;0;SD;SD;NA;NA;0,5;1;0;0;9D9;CT26GM;;NA;IT;SC;;NA;ND
Simmons_2008;SyMM;CT26;Colon cancer;SC;0,5;ND;YOUNG;ND;BALB/c;WT;>1,5cm3;70;10;3;0;2ai;;;;;;;;antiCTLA4GVAX;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;1;0;0;0;9D9-CT26GM;;;NA;SC;;;NA;1
Sivick_2018;SyMM;B16;Melanoma;SC;0,2;0,05;YOUNG;1;C57BL/6;WT;>2cm3;60;21;10;0;6bi;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Sivick_2018;SyMM;B16;Melanoma;SC;0,2;0,05;YOUNG;1;C57BL/6;WT;>2cm3;60;22;10;0;6bi;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q3Dx8;Q3Dx8;NA;NA;10;10;0;0;9D9;RMP1-14;;NA;IP;IP;;NA;1
Sivick_2018;SyMM;B16;Melanoma;SC;0,2;0,05;YOUNG;1;C57BL/6;WT;>2cm3;60;20;10;0;6bi;;;;;;;;STINGa;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;0,5;0;0;0;S100;;;NA;IT;;;NA;1
Sivick_2018;SyMM;B16;Melanoma;SC;0,2;0,05;YOUNG;1;C57BL/6;WT;>2cm3;60;42;10;0;6bi;;;;;;;;antiCTLA4;antiPD1;STINGa;NA;0;0;0;0;Q3Dx8;Q3Dx8;SD;NA;10;10;0,5;0;9D9;RMP1-14;S100;NA;IP;IP;IT;NA;1
Sivick_2018;SyMM;B16;Melanoma;SC;0,2;0,05;YOUNG;1;C57BL/6;WT;>2cm3;60;23;10;0;6bii;;;;;;;;STINGa;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;5;0;0;0;S100;;;NA;IT;;;NA;1
Son_2014;SyMM;CT26;Colon cancer;SC;2;0,268082573;YOUNG;0;BALB/c;WT;ND;100;5;7;0;3;;;;;;;;Control;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Son_2014;SyMM;CT26;Colon cancer;SC;2;0,268082573;YOUNG;0;BALB/c;WT;ND;100;5;7;0;3;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;;NA;NA;NA;5;0;0;0;9H10;NA;NA;NA;IP;NA;NA;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;48;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;49;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;G4;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;50;;;;HDACi;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;2;0;0;0;Givinostat;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;46;;;;antiPD1;HDACi;NA;NA;0;0;0;0;Q3Dx4;Q1Dx5;NA;NA;10;2;0;0;G4;Givinostat;;NA;IP;IP;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;49;;;;DNMTi;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;0,5;0;0;0;5-azacytidine;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;53;;;;antiPD1;DNMTi;NA;NA;0;0;0;0;Q3Dx4;Q1Dx5;NA;NA;10;0,5;0;0;G4;Givinostat;;NA;IP;IP;;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;58;;;;DNMTi;HDACi;NA;NA;0;0;0;0;Q1Dx5;Q1Dx5;NA;NA;0,5;2;0;0;5-azacytidine;Givinostat;;NA;IP;IP;;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3bii;;;;62,5;;;;antiPD1;DNMTi;HDACi;NA;0;0;0;0;Q3Dx4;Q1Dx5;Q1Dx5;NA;10;0,5;2;0;G4;5-azacytidine;Givinostat;NA;IP;IP;IP;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;48;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;49;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;G4;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;47;;;;HDACi;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;2;0;0;0;Entinostat;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;52,5;;;;antiPD1;HDACi;NA;NA;0;0;0;0;Q3Dx4;Q1Dx5;NA;NA;10;2;0;0;G4;Entinostat;;NA;IP;IP;;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;49;;;;DNMTi;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;0,5;0;0;0;5-azacytidine;;;NA;IP;;;NA;0
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;53;;;;antiPD1;DNMTi;NA;NA;0;0;0;0;Q3Dx4;Q1Dx5;NA;NA;10;0,5;0;0;G4;5-azacytidine;;NA;IP;IP;;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;56;;;;DNMTi;HDACi;NA;NA;0;0;0;0;Q1Dx5;Q1Dx5;NA;NA;0,5;2;0;0;5-azacytidine;Entinostat;;NA;IP;IP;;NA;1
Stone_2017;SyMM;ID8VEGFDefensin;Ovarian Cancer;IP;0,25;ND;YOUNG;1;C57BL/6;WT;ND;80;10;3;0;SFig3biv;;;;56;;;;antiPD1;DNMTi;HDACi;NA;0;0;0;0;Q3Dx4;Q1Dx5;Q1Dx5;NA;10;0,5;2;0;G4;5-azacytidine;Entinostat;NA;IP;IP;IP;NA;1
Sudahiro_2018;SyMM;MS7080;Glioblastoma;OT;0,5;ND;YOUNG;ND;C57BL/6;WT;OTHER;100;6;3;0;5i;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Sudahiro_2018;SyMM;MS7080;Glioblastoma;OT;0,5;ND;YOUNG;ND;C57BL/6;WT;OTHER;100;6;3;0;5i;;;;;;;;AXLi;NA;NA;NA;0;0;0;0;Q1Dx10;NA;NA;NA;50;0;0;0;BGB324;;;NA;OR;;;NA;0
Sudahiro_2018;SyMM;MS7080;Glioblastoma;OT;0,5;ND;YOUNG;ND;C57BL/6;WT;OTHER;100;6;3;0;5i;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;RMP1-14;;;NA;IP;;;NA;0
Sudahiro_2018;SyMM;MS7080;Glioblastoma;OT;0,5;ND;YOUNG;ND;C57BL/6;WT;OTHER;100;6;3;0;5j;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Sudahiro_2018;SyMM;MS7080;Glioblastoma;OT;0,5;ND;YOUNG;ND;C57BL/6;WT;OTHER;100;6;3;0;5j;;;;;;;;antiPD1;AXLi;NA;NA;0;0;0;0;Q3Dx4;Q1Dx10;NA;NA;10;50;0;0;RMP1-14;BGB324;;NA;IP;OR;;NA;1
Taggart_2018;SyMM;B16Fluc;Melanoma;SC;0,3;ND;YOUNG;1;C57BL/6;WT;OTHER;25;8;5;0;1c;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Taggart_2018;SyMM;B16Fluc;Melanoma;SC;0,3;ND;YOUNG;1;C57BL/6;WT;OTHER;25;8;5;0;1c;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx4;NA;NA;NA;10;0;0;0;RMP1-14;;;NA;IP;;;NA;0
Taggart_2018;SyMM;B16Fluc;Melanoma;SC;0,3;ND;YOUNG;1;C57BL/6;WT;OTHER;25;8;5;0;1c;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q2Dx4;NA;NA;NA;10;0;0;0;9D9;;;NA;IP;;;NA;0
Taggart_2018;SyMM;B16Fluc;Melanoma;SC;0,3;ND;YOUNG;1;C57BL/6;WT;OTHER;25;8;5;0;1c;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q2Dx4;Q2Dx4;NA;NA;10;10;0;0;9D9;RMP1-14;;NA;IP;;;NA;1
Takasaka_2018;SyMM;MC38;Colon cancer;SC;0,5;ND;YOUNG;1;C57BL/6;WT;ND;70;10;7;7;1i;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Takasaka_2018;SyMM;MC38;Colon cancer;SC;0,5;ND;YOUNG;1;C57BL/6;WT;ND;70;10;7;7;1i;0,11;;;;;;;antiBeta8;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;C6D4;;;NA;IP;;;NA;1
Takasaka_2018;SyMM;MC38;Colon cancer;SC;0,5;ND;YOUNG;1;C57BL/6;WT;ND;70;10;7;7;1i;0,28;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;RMP1-14;;;NA;IP;;;NA;1
Takasaka_2018;SyMM;MC38;Colon cancer;SC;0,5;ND;YOUNG;1;C57BL/6;WT;ND;70;10;7;7;1i;0,03;;;;;;;antiBeta8;antiPD1;NA;NA;0;0;0;0;Q3Dx3;Q3Dx4;NA;NA;10;10;0;0;C6D4;RMP1-14;;NA;IP;IP;;NA;1
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;4;40;40;3a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;;NA;;;;NA
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;5;40;40;3a;;;;;;;;Gemcitabine;NA;NA;NA;0;0;0;0;Q7Dx12;NA;NA;NA;120;0;0;0;Eli Lilly;;;;IP;;;;0
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;5;40;40;3a;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q7Dx12;Q7Dx12;NA;NA;12,5;12,5;0;0;UC10-4F10-11;RMP1-14;;;IP;IP;;;1
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;4;40;40;3a;;;;;;;;antiCTLA4;antiPD1;Gemcitabine;NA;0;0;0;0;Q7Dx12;Q7Dx12;Q7Dx12;NA;12,5;12,5;120;0;UC10-4F10-11;RMP1-14;Eli Lilly;;IP;IP;IP;;1
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;6;40;40;3b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;;NA;;;;NA
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;4;40;40;3b;;;;;;;;antiCTLA4;antiPD1;Gemcitabine;NA;0;0;0;0;Q7Dx12;Q7Dx12;Q7Dx12;NA;12,5;12,5;120;0;UC10-4F10-11;RMP1-14;Eli Lilly;;IP;IP;IP;;1
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;6;40;40;3b;;;;;;;;Gemcitabine;NA;NA;NA;0;0;0;0;Q7Dx12;NA;NA;NA;120;0;0;0;Eli Lilly;;;;IP;;;;0
Tallon_de_Lara_2018;SyMM;RN5;Mesothelioma;SC;1;0,301869177;YOUNG;1;C57BL/6;WT;>225mm2;150;7;40;40;3b;;;;;;;;antiCTLA4;antiPD1;Dexamethasone;Gemcitabine;0;0;0;0;Q7Dx12;Q7Dx12;Q7Dx12;Q7Dx12;12,5;12,5;0,3;120;UC10-4F10-11;RMP1-14;Sigma-Aldrich;Eli Lilly;IP;IP;OR;IP;1
Tan_2018;SyMM;MOC2E6E7;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Tan_2018;SyMM;MOC2E6E7;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6b;;;;;;;;Peptide;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;0,1;0;0;0;E6/E7 peptide;;;NA;SC;;;NA;0
Tan_2018;SyMM;MOC2E6E7;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6b;;;;;;;;STINGa;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;2,5;0;0;0;cGAMP;;;NA;SC;;;NA;1
Tan_2018;SyMM;MOC2E6E7;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6b;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;5;0;0;0;10F.9G2;;;NA;IP;;;NA;0
Tan_2018;SyMM;MOC2E6E7;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6b;;;;;;;;SatVax;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;6;0;0;0;SatVax;;;NA;SC;;;NA;1
Tan_2018;SyMM;MOC2E6E7Sox2;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6g;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Tan_2018;SyMM;MOC2E6E7Sox2;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6g;;;;;;;;STINGa;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;2,5;0;0;0;cGAMP;;;NA;SC;;;NA;0
Tan_2018;SyMM;MOC2E6E7Sox2;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6g;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;5;0;0;0;10F.9G2;;;NA;IP;;;NA;1
Tan_2018;SyMM;MOC2E6E7Sox2;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6g;;;;;;;;SatVax;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;6;0;0;0;SatVax;;;NA;SC;;;NA;1
Tan_2018;SyMM;MOC2E6E7Sox2;Head and neck cancer;SC;1;0,2;YOUNG;ND;C57BL/6;WT;ND;40;5;14;0;6g;;;;;;;;antiPDL1;SatVax;NA;NA;0;0;0;0;Q3Dx6;Q7Dx3;NA;NA;5;6;0;0;10F.9G2;SatVax;;NA;IP;SC;;NA;1
Tao_2009;SyMM;4NQOPESCC;Head and neck cancer;SC;1;ND;ND;ND;C57BL/6;WT;ND;50;10;7;0;4b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Tao_2009;SyMM;4NQOPESCC;Head and neck cancer;SC;1;ND;ND;ND;C57BL/6;WT;ND;50;10;7;0;4b;;;;;;;;antiCD47;NA;NA;NA;0;0;0;0;Q7Dx5;NA;NA;NA;20;0;0;0;BE0283;;;NA;ND;;;NA;0
Tao_2009;SyMM;4NQOPESCC;Head and neck cancer;SC;1;ND;ND;ND;C57BL/6;WT;ND;50;10;7;0;4b;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q7Dx5;Q7Dx5;NA;NA;1;1;0;0;ND;ND;;NA;ND;ND;;NA;0
Tao_2009;SyMM;4NQOPESCC;Head and neck cancer;SC;1;ND;ND;ND;C57BL/6;WT;ND;50;10;7;0;4b;;;;;;;;antiCD47;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx5;Q7Dx5;Q7Dx5;NA;20;1;1;0;BE0283;ND;ND;NA;ND;ND;ND;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;14;12;12;6a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;14;12;12;6a;;;;;;;;PI3Kalphai;NA;NA;NA;0;0;0;0;Q1Dx50;NA;NA;NA;10;0;0;0;BYL719;;;NA;OR;;;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;14;12;12;6a;;;;;;;;CDK46i;NA;NA;NA;0;0;0;0;Q1Dx21;NA;NA;NA;40;0;0;0;LEE011;;;NA;OR;;;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;14;12;12;6a;;;;;;;;CDK46i;PI3Kalphai;NA;NA;0;0;0;0;Q1Dx21;Q1Dx50;NA;NA;40;10;0;0;LEE011;BYL719;;NA;OR;OR;;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;12;12;12;6a;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;10;0;0;0;RMP1-14;;;NA;IP;;;NA;0
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;14;12;12;6a;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;7,5;0;0;0;9H10;;;NA;IP;;;NA;0
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;10;12;12;6a;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;7,5;10;0;0;9H10;RMP1-14;;NA;IP;IP;;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;6;12;12;6a;;;;;;;;antiPD1;CDK46i;PI3Kalphai;NA;0;0;0;0;Q4Dx4;Q1Dx21;Q1Dx50;NA;10;40;10;0;RMP1-14;LEE011;BYL719;NA;IP;OR;OR;NA;1
Teo_2017;SyMM;AT3OVA;Breast cancer;OT;0,5;0,05;YOUNG;1;C57BL/6;WT;>1,4cm3;50;6;12;12;6a;;;;;;;;antiCTLA4;CDK46i;PI3Kalphai;NA;0;0;0;0;Q4Dx4;Q1Dx21;Q1Dx50;NA;7,5;40;10;0;9H10;LEE011;BYL719;NA;IP;OR;OR;NA;1
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;60;7;11;0;3b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;60;7;11;0;3b;;;;;;;;Cisplatin;NA;NA;NA;0;0;0;0;Q7Dx4;NA;NA;NA;5;0;0;0;Cisplatin;NA;NA;NA;IP;NA;NA;NA;0
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;60;7;11;0;3b;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;10F.9G2;NA;NA;NA;IP;NA;NA;NA;0
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;60;8;11;0;3b;;;;;;;;antiPDL1;Cisplatin;NA;NA;0;0;0;0;Q3Dx3;Q7Dx4;NA;NA;10;5;0;0;10F.9G2;Cisplatin;NA;NA;IP;IP;NA;NA;1
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;90;9;12;0;5b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tran_2017;SyMM;MOC1;Head and neck cancer;SC;5;ND;YOUNG;1;C57BL/6;WT;ND;90;9;12;0;5b;;;;;;;;Cisplatin;NA;NA;NA;0;0;0;0;Q7Dx6;NA;NA;NA;5;0;0;0;Cisplatin;NA;NA;NA;IP;NA;NA;NA;1
